month,client,product,managed,booked,revenue
2024-02,All clients,Product D,IRL,HKG,1233445
2024-03,All clients,Product D,IRL,HKG,983216
2024-04,All clients,Product D,IRL,HKG,856256
2024-05,All clients,Product D,IRL,HKG,576028
2024-06,All clients,Product D,IRL,HKG,757772
2024-07,All clients,Product D,IRL,HKG,724384
2024-08,All clients,Product D,IRL,HKG,579361
2024-09,All clients,Product D,IRL,HKG,909632
2024-10,All clients,Product D,IRL,HKG,947743
2024-11,All clients,Product D,IRL,HKG,1267806
2024-12,All clients,Product D,IRL,HKG,1212124
2025-01,All clients,Product D,IRL,HKG,1044945
2025-02,All clients,Product D,IRL,HKG,911982
2025-03,All clients,Product D,IRL,HKG,771078
2025-04,All clients,Product D,IRL,HKG,840469
2025-05,All clients,Product D,IRL,HKG,624850
2025-06,All clients,Product D,IRL,HKG,528223
2025-07,All clients,Product D,IRL,HKG,503947
2025-08,All clients,Product D,IRL,HKG,697297
2025-09,All clients,Product D,IRL,HKG,754015
2025-10,All clients,Product D,IRL,HKG,861874
2025-11,All clients,Product D,IRL,HKG,867823
2025-12,All clients,Product D,IRL,HKG,1023099
2026-01,All clients,Product D,IRL,HKG,985438
2026-02,All clients,Product D,IRL,HKG,961366
2026-03,All clients,Product D,IRL,HKG,628359
2026-04,All clients,Product D,IRL,HKG,579500
2026-05,All clients,Product D,IRL,HKG,604422
2026-06,All clients,Product D,IRL,HKG,467652
2024-01,All clients,Product D,IRL,NGA,1502991
2024-02,All clients,Product D,IRL,NGA,1361021
2024-03,All clients,Product D,IRL,NGA,1361378
2024-04,All clients,Product D,IRL,NGA,1160159
2024-05,All clients,Product D,IRL,NGA,1143292
2024-06,All clients,Product D,IRL,NGA,1864078
2024-07,All clients,Product D,IRL,NGA,1667340
2024-08,All clients,Product D,IRL,NGA,2439600
2024-09,All clients,Product D,IRL,NGA,2280969
2024-10,All clients,Product D,IRL,NGA,2097716
2024-11,All clients,Product D,IRL,NGA,1376427
2024-12,All clients,Product D,IRL,NGA,1670720
2025-01,All clients,Product D,IRL,NGA,1538580
2025-02,All clients,Product D,IRL,NGA,850922
2025-03,All clients,Product D,IRL,NGA,871721
2025-04,All clients,Product D,IRL,NGA,1204947
2025-05,All clients,Product D,IRL,NGA,1332358
2025-06,All clients,Product D,IRL,NGA,1495934
2025-07,All clients,Product D,IRL,NGA,2037807
2025-08,All clients,Product D,IRL,NGA,1790187
2025-09,All clients,Product D,IRL,NGA,2071230
2025-10,All clients,Product D,IRL,NGA,1920090
2025-11,All clients,Product D,IRL,NGA,1743816
2025-12,All clients,Product D,IRL,NGA,1484233
2026-01,All clients,Product D,IRL,NGA,1380922
2026-02,All clients,Product D,IRL,NGA,997699
2026-03,All clients,Product D,IRL,NGA,1002912
2026-04,All clients,Product D,IRL,NGA,1194104
2026-05,All clients,Product D,IRL,NGA,1708276
2026-06,All clients,Product D,IRL,NGA,1106388
2024-01,All clients,Product D,IRL,TUR,838928
2024-02,All clients,Product D,IRL,TUR,951506
2024-03,All clients,Product D,IRL,TUR,657015
2024-04,All clients,Product D,IRL,TUR,549124
2024-05,All clients,Product D,IRL,TUR,548181
2024-06,All clients,Product D,IRL,TUR,373549
2024-07,All clients,Product D,IRL,TUR,578398
2024-08,All clients,Product D,IRL,TUR,825673
2024-09,All clients,Product D,IRL,TUR,1153701
2024-10,All clients,Product D,IRL,TUR,1000382
2024-11,All clients,Product D,IRL,TUR,877322
2024-12,All clients,Product D,IRL,TUR,1495356
2025-01,All clients,Product D,IRL,TUR,1062226
2025-02,All clients,Product D,IRL,TUR,803360
2025-03,All clients,Product D,IRL,TUR,731627
2025-04,All clients,Product D,IRL,TUR,649097
2025-05,All clients,Product D,IRL,TUR,544717
2025-06,All clients,Product D,IRL,TUR,596926
2025-07,All clients,Product D,IRL,TUR,723059
2025-08,All clients,Product D,IRL,TUR,1008134
2025-09,All clients,Product D,IRL,TUR,847128
2025-10,All clients,Product D,IRL,TUR,1440112
2025-11,All clients,Product D,IRL,TUR,1416578
2025-12,All clients,Product D,IRL,TUR,1056708
2026-01,All clients,Product D,IRL,TUR,1643559
2026-02,All clients,Product D,IRL,TUR,995423
2026-03,All clients,Product D,IRL,TUR,940708
2026-04,All clients,Product D,IRL,TUR,861537
2026-05,All clients,Product D,IRL,TUR,963440
2026-06,All clients,Product D,IRL,TUR,743121
2024-01,All clients,Product D,JPN,GBR,9121574
2024-02,All clients,Product D,JPN,GBR,9952060
2024-03,All clients,Product D,JPN,GBR,10074259
2024-04,All clients,Product D,JPN,GBR,6510179
2024-05,All clients,Product D,JPN,GBR,10677258
2024-06,All clients,Product D,JPN,GBR,9349680
2024-07,All clients,Product D,JPN,GBR,9907898
2024-08,All clients,Product D,JPN,GBR,9275170
2024-09,All clients,Product D,JPN,GBR,10316421
2024-10,All clients,Product D,JPN,GBR,9878714
2024-11,All clients,Product D,JPN,GBR,9112427
2024-12,All clients,Product D,JPN,GBR,8888270
2025-01,All clients,Product D,JPN,GBR,6519427
2025-02,All clients,Product D,JPN,GBR,9669673
2025-03,All clients,Product D,JPN,GBR,6975667
2025-04,All clients,Product D,JPN,GBR,7838359
2025-05,All clients,Product D,JPN,GBR,7747546
2025-06,All clients,Product D,JPN,GBR,6621019
2025-07,All clients,Product D,JPN,GBR,7892164
2025-08,All clients,Product D,JPN,GBR,9365096
2025-09,All clients,Product D,JPN,GBR,10708903
2025-10,All clients,Product D,JPN,GBR,8966739
2025-11,All clients,Product D,JPN,GBR,11420727
2025-12,All clients,Product D,JPN,GBR,7330129
2026-01,All clients,Product D,JPN,GBR,8820727
2026-02,All clients,Product D,JPN,GBR,8733997
2026-03,All clients,Product D,JPN,GBR,7377242
2026-04,All clients,Product D,JPN,GBR,6393361
2026-05,All clients,Product D,JPN,GBR,4994758
2026-06,All clients,Product D,JPN,GBR,8236547
2024-01,All clients,Product D,JPN,MAC,530714
2024-02,All clients,Product D,JPN,MAC,519747
2024-03,All clients,Product D,JPN,MAC,587689
2024-04,All clients,Product D,JPN,MAC,518136
2024-05,All clients,Product D,JPN,MAC,484230
2024-06,All clients,Product D,JPN,MAC,517876
2024-07,All clients,Product D,JPN,MAC,549157
2024-08,All clients,Product D,JPN,MAC,485161
2024-09,All clients,Product D,JPN,MAC,625984
2024-10,All clients,Product D,JPN,MAC,732612
2024-11,All clients,Product D,JPN,MAC,783118
2024-12,All clients,Product D,JPN,MAC,714818
2025-01,All clients,Product D,JPN,MAC,630351
2025-02,All clients,Product D,JPN,MAC,620921
2025-03,All clients,Product D,JPN,MAC,625746
2025-04,All clients,Product D,JPN,MAC,556662
2025-05,All clients,Product D,JPN,MAC,598004
2025-06,All clients,Product D,JPN,MAC,533263
2025-07,All clients,Product D,JPN,MAC,626609
2025-08,All clients,Product D,JPN,MAC,545069
2025-09,All clients,Product D,JPN,MAC,694110
2025-10,All clients,Product D,JPN,MAC,797293
2025-11,All clients,Product D,JPN,MAC,745515
2025-12,All clients,Product D,JPN,MAC,916052
2026-01,All clients,Product D,JPN,MAC,866151
2026-02,All clients,Product D,JPN,MAC,705028
2026-03,All clients,Product D,JPN,MAC,699794
2026-04,All clients,Product D,JPN,MAC,625524
2026-05,All clients,Product D,JPN,MAC,737915
2026-06,All clients,Product D,JPN,MAC,577044
2024-01,All clients,Product D,JPN,MEX,4672274
2024-02,All clients,Product D,JPN,MEX,3968958
2024-03,All clients,Product D,JPN,MEX,2774375
2024-04,All clients,Product D,JPN,MEX,3670915
2024-05,All clients,Product D,JPN,MEX,3976968
2024-06,All clients,Product D,JPN,MEX,3362198
2024-07,All clients,Product D,JPN,MEX,3096977
2024-08,All clients,Product D,JPN,MEX,3059845
2024-09,All clients,Product D,JPN,MEX,3046890
2024-10,All clients,Product D,JPN,MEX,2737349
2024-11,All clients,Product D,JPN,MEX,2905494
2024-12,All clients,Product D,JPN,MEX,3729176
2025-01,All clients,Product D,JPN,MEX,4745567
2025-02,All clients,Product D,JPN,MEX,5062833
2025-03,All clients,Product D,JPN,MEX,3982961
2025-04,All clients,Product D,JPN,MEX,4023623
2025-05,All clients,Product D,JPN,MEX,5074764
2025-06,All clients,Product D,JPN,MEX,3577620
2025-07,All clients,Product D,JPN,MEX,4076726
2025-08,All clients,Product D,JPN,MEX,3194265
2025-09,All clients,Product D,JPN,MEX,2631420
2025-10,All clients,Product D,JPN,MEX,2713826
2025-11,All clients,Product D,JPN,MEX,4161284
2025-12,All clients,Product D,JPN,MEX,4900240
2026-01,All clients,Product D,JPN,MEX,3656949
2026-02,All clients,Product D,JPN,MEX,4695015
2026-03,All clients,Product D,JPN,MEX,3903464
2026-04,All clients,Product D,JPN,MEX,4443410
2026-05,All clients,Product D,JPN,MEX,3323993
2026-06,All clients,Product D,JPN,MEX,4584931
2024-01,All clients,Product D,POL,VGB,1566836
2024-02,All clients,Product D,POL,VGB,1871205
2024-03,All clients,Product D,POL,VGB,1593820
2024-04,All clients,Product D,POL,VGB,2161135
2024-05,All clients,Product D,POL,VGB,2036632
2024-06,All clients,Product D,POL,VGB,2433753
2024-07,All clients,Product D,POL,VGB,2662085
2024-08,All clients,Product D,POL,VGB,2756349
2024-09,All clients,Product D,POL,VGB,2864856
2024-10,All clients,Product D,POL,VGB,2518042
2024-11,All clients,Product D,POL,VGB,2506919
2024-12,All clients,Product D,POL,VGB,1863818
2025-01,All clients,Product D,POL,VGB,1792062
2025-02,All clients,Product D,POL,VGB,1822457
2025-03,All clients,Product D,POL,VGB,2354449
2025-04,All clients,Product D,POL,VGB,2167438
2025-05,All clients,Product D,POL,VGB,2869313
2025-06,All clients,Product D,POL,VGB,2900886
2025-07,All clients,Product D,POL,VGB,3110515
2025-08,All clients,Product D,POL,VGB,2979901
2025-09,All clients,Product D,POL,VGB,2980479
2025-10,All clients,Product D,POL,VGB,3072501
2025-11,All clients,Product D,POL,VGB,2170909
2025-12,All clients,Product D,POL,VGB,2451752
2026-01,All clients,Product D,POL,VGB,2244016
2026-02,All clients,Product D,POL,VGB,2049218
2026-03,All clients,Product D,POL,VGB,2105247
2026-04,All clients,Product D,POL,VGB,2831513
2026-05,All clients,Product D,POL,VGB,2597470
2026-06,All clients,Product D,POL,VGB,3022608
2024-01,All clients,Product D,SGP,BRA,1389237
2024-02,All clients,Product D,SGP,BRA,1295032
2024-03,All clients,Product D,SGP,BRA,1662541
2024-04,All clients,Product D,SGP,BRA,1971897
2024-05,All clients,Product D,SGP,BRA,1584066
2024-06,All clients,Product D,SGP,BRA,1466839
2024-07,All clients,Product D,SGP,BRA,1152357
2024-08,All clients,Product D,SGP,BRA,1526063
2024-09,All clients,Product D,SGP,BRA,995608
2024-10,All clients,Product D,SGP,BRA,1458848
2024-11,All clients,Product D,SGP,BRA,1442698
2024-12,All clients,Product D,SGP,BRA,1234353
2025-01,All clients,Product D,SGP,BRA,1240086
2025-02,All clients,Product D,SGP,BRA,1363665
2025-03,All clients,Product D,SGP,BRA,1397536
2025-04,All clients,Product D,SGP,BRA,1939592
2025-05,All clients,Product D,SGP,BRA,1471654
2025-06,All clients,Product D,SGP,BRA,1283050
2025-07,All clients,Product D,SGP,BRA,1889354
2025-08,All clients,Product D,SGP,BRA,1182560
2025-09,All clients,Product D,SGP,BRA,1038240
2025-10,All clients,Product D,SGP,BRA,1133597
2025-11,All clients,Product D,SGP,BRA,1432681
2025-12,All clients,Product D,SGP,BRA,1170872
2026-01,All clients,Product D,SGP,BRA,1250207
2026-02,All clients,Product D,SGP,BRA,1710812
2026-03,All clients,Product D,SGP,BRA,1621834
2026-04,All clients,Product D,SGP,BRA,1536486
2026-05,All clients,Product D,SGP,BRA,1504167
2026-06,All clients,Product D,SGP,BRA,1449408
2024-01,All clients,Product D,SGP,IRL,1138356
2024-02,All clients,Product D,SGP,IRL,1316760
2024-03,All clients,Product D,SGP,IRL,1633575
2024-04,All clients,Product D,SGP,IRL,1805663
2024-05,All clients,Product D,SGP,IRL,1217377
2024-06,All clients,Product D,SGP,IRL,1238754
2024-07,All clients,Product D,SGP,IRL,574481
2024-08,All clients,Product D,SGP,IRL,625497
2024-09,All clients,Product D,SGP,IRL,748491
2024-10,All clients,Product D,SGP,IRL,612091
2024-11,All clients,Product D,SGP,IRL,973480
2024-12,All clients,Product D,SGP,IRL,988698
2025-01,All clients,Product D,SGP,IRL,1224404
2025-02,All clients,Product D,SGP,IRL,1675781
2025-03,All clients,Product D,SGP,IRL,1561708
2025-04,All clients,Product D,SGP,IRL,1339222
2025-05,All clients,Product D,SGP,IRL,1121585
2025-06,All clients,Product D,SGP,IRL,999484
2025-07,All clients,Product D,SGP,IRL,607676
2025-08,All clients,Product D,SGP,IRL,563612
2025-09,All clients,Product D,SGP,IRL,716037
2025-10,All clients,Product D,SGP,IRL,786865
2025-11,All clients,Product D,SGP,IRL,946058
2025-12,All clients,Product D,SGP,IRL,1327026
2026-01,All clients,Product D,SGP,IRL,1246089
2026-02,All clients,Product D,SGP,IRL,1416452
2026-03,All clients,Product D,SGP,IRL,1443676
2026-04,All clients,Product D,SGP,IRL,1162241
2026-05,All clients,Product D,SGP,IRL,1275833
2026-06,All clients,Product D,SGP,IRL,702547
2024-01,All clients,Product D,SWE,MEX,2102087
2024-02,All clients,Product D,SWE,MEX,1907511
2024-03,All clients,Product D,SWE,MEX,1988952
2024-04,All clients,Product D,SWE,MEX,1865302
2024-05,All clients,Product D,SWE,MEX,2253555
2024-06,All clients,Product D,SWE,MEX,2084646
2024-07,All clients,Product D,SWE,MEX,2601348
2024-08,All clients,Product D,SWE,MEX,2327001
2024-09,All clients,Product D,SWE,MEX,2599646
2024-10,All clients,Product D,SWE,MEX,2251719
2024-11,All clients,Product D,SWE,MEX,2328981
2024-12,All clients,Product D,SWE,MEX,2080121
2025-01,All clients,Product D,SWE,MEX,2199260
2025-02,All clients,Product D,SWE,MEX,2188790
2025-03,All clients,Product D,SWE,MEX,1806334
2025-04,All clients,Product D,SWE,MEX,1939309
2025-05,All clients,Product D,SWE,MEX,2204525
2025-06,All clients,Product D,SWE,MEX,2507386
2025-07,All clients,Product D,SWE,MEX,3007357
2025-08,All clients,Product D,SWE,MEX,2511263
2025-09,All clients,Product D,SWE,MEX,3033014
2025-10,All clients,Product D,SWE,MEX,2531912
2025-11,All clients,Product D,SWE,MEX,2240556
2025-12,All clients,Product D,SWE,MEX,2202652
2026-01,All clients,Product D,SWE,MEX,2595636
2026-02,All clients,Product D,SWE,MEX,2320169
2026-03,All clients,Product D,SWE,MEX,2351929
2026-04,All clients,Product D,SWE,MEX,2367531
2026-05,All clients,Product D,SWE,MEX,2661704
2026-06,All clients,Product D,SWE,MEX,2725873
2024-01,All clients,Product D,USA,BRA,840967
2024-02,All clients,Product D,USA,BRA,562536
2024-03,All clients,Product D,USA,BRA,700804
2024-04,All clients,Product D,USA,BRA,635043
2024-05,All clients,Product D,USA,BRA,890756
2024-06,All clients,Product D,USA,BRA,987097
2024-07,All clients,Product D,USA,BRA,1028107
2024-08,All clients,Product D,USA,BRA,905994
2024-09,All clients,Product D,USA,BRA,992503
2024-10,All clients,Product D,USA,BRA,1068680
2024-11,All clients,Product D,USA,BRA,999002
2024-12,All clients,Product D,USA,BRA,623719
2025-01,All clients,Product D,USA,BRA,511451
2025-02,All clients,Product D,USA,BRA,627725
2025-03,All clients,Product D,USA,BRA,582638
2025-04,All clients,Product D,USA,BRA,506392
2025-05,All clients,Product D,USA,BRA,546554
2025-06,All clients,Product D,USA,BRA,804452
2025-07,All clients,Product D,USA,BRA,892709
2025-08,All clients,Product D,USA,BRA,807440
2025-09,All clients,Product D,USA,BRA,817247
2025-10,All clients,Product D,USA,BRA,770193
2025-11,All clients,Product D,USA,BRA,760374
2025-12,All clients,Product D,USA,BRA,511390
2026-01,All clients,Product D,USA,BRA,634523
2026-02,All clients,Product D,USA,BRA,582173
2026-03,All clients,Product D,USA,BRA,519067
2026-04,All clients,Product D,USA,BRA,545493
2026-05,All clients,Product D,USA,BRA,495525
2026-06,All clients,Product D,USA,BRA,640005
2024-01,All clients,Product D,USA,IRL,1482581
2024-02,All clients,Product D,USA,IRL,1714698
2024-03,All clients,Product D,USA,IRL,1178109
2024-04,All clients,Product D,USA,IRL,1500453
2024-05,All clients,Product D,USA,IRL,674680
2024-06,All clients,Product D,USA,IRL,959304
2024-07,All clients,Product D,USA,IRL,937483
2024-08,All clients,Product D,USA,IRL,1154898
2024-09,All clients,Product D,USA,IRL,1042314
2024-10,All clients,Product D,USA,IRL,1454770
2024-11,All clients,Product D,USA,IRL,1781114
2024-12,All clients,Product D,USA,IRL,1795912
2025-01,All clients,Product D,USA,IRL,1498007
2025-02,All clients,Product D,USA,IRL,1162729
2025-03,All clients,Product D,USA,IRL,1494044
2025-04,All clients,Product D,USA,IRL,1079822
2025-05,All clients,Product D,USA,IRL,1154232
2025-06,All clients,Product D,USA,IRL,611347
2025-07,All clients,Product D,USA,IRL,761545
2025-08,All clients,Product D,USA,IRL,862974
2025-09,All clients,Product D,USA,IRL,1078386
2025-10,All clients,Product D,USA,IRL,1170613
2025-11,All clients,Product D,USA,IRL,1806908
2025-12,All clients,Product D,USA,IRL,1651318
2026-01,All clients,Product D,USA,IRL,1703261
2026-02,All clients,Product D,USA,IRL,2252026
2026-03,All clients,Product D,USA,IRL,1930032
2026-04,All clients,Product D,USA,IRL,1036213
2026-05,All clients,Product D,USA,IRL,1298671
2026-06,All clients,Product D,USA,IRL,732081
2024-01,All clients,Product D,USA,LUX,2323350
2024-02,All clients,Product D,USA,LUX,2260549
2024-03,All clients,Product D,USA,LUX,2479083
2024-04,All clients,Product D,USA,LUX,1850573
2024-05,All clients,Product D,USA,LUX,1986847
2024-06,All clients,Product D,USA,LUX,2177376
2024-07,All clients,Product D,USA,LUX,1898839
2024-08,All clients,Product D,USA,LUX,1654093
2024-09,All clients,Product D,USA,LUX,1788752
2024-10,All clients,Product D,USA,LUX,1970912
2024-11,All clients,Product D,USA,LUX,2607086
2024-12,All clients,Product D,USA,LUX,2385280
2025-01,All clients,Product D,USA,LUX,2452620
2025-02,All clients,Product D,USA,LUX,2675152
2025-03,All clients,Product D,USA,LUX,2523755
2025-04,All clients,Product D,USA,LUX,2345519
2025-05,All clients,Product D,USA,LUX,1977941
2025-06,All clients,Product D,USA,LUX,2076189
2025-07,All clients,Product D,USA,LUX,1916534
2025-08,All clients,Product D,USA,LUX,2111622
2025-09,All clients,Product D,USA,LUX,2323909
2025-10,All clients,Product D,USA,LUX,2196203
2025-11,All clients,Product D,USA,LUX,2710477
2025-12,All clients,Product D,USA,LUX,2821357
2026-01,All clients,Product D,USA,LUX,2698519
2026-02,All clients,Product D,USA,LUX,2805102
2026-03,All clients,Product D,USA,LUX,2743320
2026-04,All clients,Product D,USA,LUX,2714119
2026-05,All clients,Product D,USA,LUX,2138289
2026-06,All clients,Product D,USA,LUX,2577841
2024-01,All clients,Product D,USA,PAN,322024
2024-02,All clients,Product D,USA,PAN,332999
2024-03,All clients,Product D,USA,PAN,269336
2024-04,All clients,Product D,USA,PAN,229891
2024-05,All clients,Product D,USA,PAN,214371
2024-06,All clients,Product D,USA,PAN,188856
2024-07,All clients,Product D,USA,PAN,185931
2024-08,All clients,Product D,USA,PAN,198311
2024-09,All clients,Product D,USA,PAN,237611
2024-10,All clients,Product D,USA,PAN,292582
2024-11,All clients,Product D,USA,PAN,307046
2024-12,All clients,Product D,USA,PAN,335680
2025-01,All clients,Product D,USA,PAN,338706
2025-02,All clients,Product D,USA,PAN,374434
2025-03,All clients,Product D,USA,PAN,302733
2025-04,All clients,Product D,USA,PAN,286676
2025-05,All clients,Product D,USA,PAN,233874
2025-06,All clients,Product D,USA,PAN,205638
2025-07,All clients,Product D,USA,PAN,232572
2025-08,All clients,Product D,USA,PAN,223679
2025-09,All clients,Product D,USA,PAN,234449
2025-10,All clients,Product D,USA,PAN,281712
2025-11,All clients,Product D,USA,PAN,294216
2025-12,All clients,Product D,USA,PAN,393724
2026-01,All clients,Product D,USA,PAN,354101
2026-02,All clients,Product D,USA,PAN,343995
2026-03,All clients,Product D,USA,PAN,399812
2026-04,All clients,Product D,USA,PAN,325706
2026-05,All clients,Product D,USA,PAN,289553
2026-06,All clients,Product D,USA,PAN,253552
2024-01,All clients,Product E,ARE,LIE,1784114
2024-02,All clients,Product E,ARE,LIE,2037989
2024-03,All clients,Product E,ARE,LIE,2335189
2024-04,All clients,Product E,ARE,LIE,2624461
2024-05,All clients,Product E,ARE,LIE,2581552
2024-06,All clients,Product E,ARE,LIE,2838764
2024-07,All clients,Product E,ARE,LIE,2678534
2024-08,All clients,Product E,ARE,LIE,2359955
2024-09,All clients,Product E,ARE,LIE,2087895
2024-10,All clients,Product E,ARE,LIE,2331293
2024-11,All clients,Product E,ARE,LIE,2229551
2024-12,All clients,Product E,ARE,LIE,1860968
2025-01,All clients,Product E,ARE,LIE,2189813
2025-02,All clients,Product E,ARE,LIE,1925983
2025-03,All clients,Product E,ARE,LIE,2384628
2025-04,All clients,Product E,ARE,LIE,2676960
2025-05,All clients,Product E,ARE,LIE,2305130
2025-06,All clients,Product E,ARE,LIE,2752079
2025-07,All clients,Product E,ARE,LIE,2802327
2025-08,All clients,Product E,ARE,LIE,2537223
2025-09,All clients,Product E,ARE,LIE,2228620
2025-10,All clients,Product E,ARE,LIE,2326276
2025-11,All clients,Product E,ARE,LIE,2265937
2025-12,All clients,Product E,ARE,LIE,1927739
2026-01,All clients,Product E,ARE,LIE,2186710
2026-02,All clients,Product E,ARE,LIE,2082639
2026-03,All clients,Product E,ARE,LIE,2144462
2026-04,All clients,Product E,ARE,LIE,2416883
2026-05,All clients,Product E,ARE,LIE,3033037
2026-06,All clients,Product E,ARE,LIE,2847153
2024-01,All clients,Product E,ARE,PAN,386541
2024-02,All clients,Product E,ARE,PAN,542602
2024-03,All clients,Product E,ARE,PAN,510467
2024-04,All clients,Product E,ARE,PAN,692883
2024-05,All clients,Product E,ARE,PAN,575364
2024-06,All clients,Product E,ARE,PAN,648651
2024-07,All clients,Product E,ARE,PAN,546566
2024-08,All clients,Product E,ARE,PAN,489782
2024-09,All clients,Product E,ARE,PAN,477908
2024-10,All clients,Product E,ARE,PAN,419670
2024-11,All clients,Product E,ARE,PAN,369689
2024-12,All clients,Product E,ARE,PAN,404250
2025-01,All clients,Product E,ARE,PAN,520457
2025-02,All clients,Product E,ARE,PAN,507706
2025-03,All clients,Product E,ARE,PAN,538307
2025-04,All clients,Product E,ARE,PAN,665676
2025-05,All clients,Product E,ARE,PAN,772352
2025-06,All clients,Product E,ARE,PAN,607207
2025-07,All clients,Product E,ARE,PAN,663061
2025-08,All clients,Product E,ARE,PAN,491522
2025-09,All clients,Product E,ARE,PAN,480685
2025-10,All clients,Product E,ARE,PAN,412637
2025-11,All clients,Product E,ARE,PAN,372635
2025-12,All clients,Product E,ARE,PAN,381202
2026-01,All clients,Product E,ARE,PAN,549871
2026-02,All clients,Product E,ARE,PAN,652028
2026-03,All clients,Product E,ARE,PAN,643639
2026-04,All clients,Product E,ARE,PAN,644057
2026-05,All clients,Product E,ARE,PAN,813524
2026-06,All clients,Product E,ARE,PAN,714562
2024-01,All clients,Product E,CAN,CHN,1720359
2024-02,All clients,Product E,CAN,CHN,1315579
2024-03,All clients,Product E,CAN,CHN,1147689
2024-04,All clients,Product E,CAN,CHN,1018315
2024-05,All clients,Product E,CAN,CHN,1269311
2024-06,All clients,Product E,CAN,CHN,1280927
2024-07,All clients,Product E,CAN,CHN,1392038
2024-08,All clients,Product E,CAN,CHN,1613840
2024-09,All clients,Product E,CAN,CHN,1693742
2024-10,All clients,Product E,CAN,CHN,1916093
2024-11,All clients,Product E,CAN,CHN,1789398
2024-12,All clients,Product E,CAN,CHN,2211040
2025-01,All clients,Product E,CAN,CHN,1754213
2025-02,All clients,Product E,CAN,CHN,1641438
2025-03,All clients,Product E,CAN,CHN,1406892
2025-04,All clients,Product E,CAN,CHN,1383087
2025-05,All clients,Product E,CAN,CHN,1222021
2025-06,All clients,Product E,CAN,CHN,1590248
2025-07,All clients,Product E,CAN,CHN,1821481
2025-08,All clients,Product E,CAN,CHN,2136112
2025-09,All clients,Product E,CAN,CHN,2004617
2025-10,All clients,Product E,CAN,CHN,2209512
2025-11,All clients,Product E,CAN,CHN,2201418
2025-12,All clients,Product E,CAN,CHN,2246107
2026-01,All clients,Product E,CAN,CHN,2229778
2026-02,All clients,Product E,CAN,CHN,1949387
2026-03,All clients,Product E,CAN,CHN,1432786
2026-04,All clients,Product E,CAN,CHN,1426240
2026-05,All clients,Product E,CAN,CHN,1553059
2026-06,All clients,Product E,CAN,CHN,1752210
2024-01,All clients,Product E,CHE,HKG,2298224
2024-02,All clients,Product E,CHE,HKG,2810531
2024-03,All clients,Product E,CHE,HKG,1751797
2024-04,All clients,Product E,CHE,HKG,2086070
2024-05,All clients,Product E,CHE,HKG,2332112
2024-06,All clients,Product E,CHE,HKG,1822598
2024-07,All clients,Product E,CHE,HKG,1887299
2024-08,All clients,Product E,CHE,HKG,2225937
2024-09,All clients,Product E,CHE,HKG,1620391
2024-10,All clients,Product E,CHE,HKG,1675490
2024-11,All clients,Product E,CHE,HKG,2083590
2024-12,All clients,Product E,CHE,HKG,2059244
2025-01,All clients,Product E,CHE,HKG,2423429
2025-02,All clients,Product E,CHE,HKG,2904755
2025-03,All clients,Product E,CHE,HKG,3033981
2025-04,All clients,Product E,CHE,HKG,1835222
2025-05,All clients,Product E,CHE,HKG,2376350
2025-06,All clients,Product E,CHE,HKG,1664511
2025-07,All clients,Product E,CHE,HKG,2039632
2025-08,All clients,Product E,CHE,HKG,1921773
2025-09,All clients,Product E,CHE,HKG,1908848
2025-10,All clients,Product E,CHE,HKG,2185071
2025-11,All clients,Product E,CHE,HKG,2540823
2025-12,All clients,Product E,CHE,HKG,2064037
2026-01,All clients,Product E,CHE,HKG,2600710
2026-02,All clients,Product E,CHE,HKG,2592405
2026-03,All clients,Product E,CHE,HKG,2781368
2026-04,All clients,Product E,CHE,HKG,2472149
2026-05,All clients,Product E,CHE,HKG,2023996
2026-06,All clients,Product E,CHE,HKG,2062559
2024-01,All clients,Product E,CHE,MEX,1459975
2024-02,All clients,Product E,CHE,MEX,1094937
2024-03,All clients,Product E,CHE,MEX,1009979
2024-04,All clients,Product E,CHE,MEX,1031503
2024-05,All clients,Product E,CHE,MEX,2210014
2024-06,All clients,Product E,CHE,MEX,1714930
2024-07,All clients,Product E,CHE,MEX,1755032
2024-08,All clients,Product E,CHE,MEX,1994972
2024-09,All clients,Product E,CHE,MEX,1875761
2024-10,All clients,Product E,CHE,MEX,2174700
2024-11,All clients,Product E,CHE,MEX,1361303
2024-12,All clients,Product E,CHE,MEX,1648863
2025-01,All clients,Product E,CHE,MEX,1263241
2025-02,All clients,Product E,CHE,MEX,1095086
2025-03,All clients,Product E,CHE,MEX,1541132
2025-04,All clients,Product E,CHE,MEX,2275404
2025-05,All clients,Product E,CHE,MEX,1664402
2025-06,All clients,Product E,CHE,MEX,2054473
2025-07,All clients,Product E,CHE,MEX,2122776
2025-08,All clients,Product E,CHE,MEX,3340413
2025-09,All clients,Product E,CHE,MEX,2115356
2025-10,All clients,Product E,CHE,MEX,2053256
2025-11,All clients,Product E,CHE,MEX,2531752
2025-12,All clients,Product E,CHE,MEX,2007380
2026-01,All clients,Product E,CHE,MEX,1741970
2026-02,All clients,Product E,CHE,MEX,1828968
2026-03,All clients,Product E,CHE,MEX,1695716
2026-04,All clients,Product E,CHE,MEX,2475215
2026-05,All clients,Product E,CHE,MEX,2517205
2026-06,All clients,Product E,CHE,MEX,3068843
2024-01,All clients,Product E,CHN,PAN,1739660
2024-02,All clients,Product E,CHN,PAN,1363823
2024-03,All clients,Product E,CHN,PAN,1312719
